Tahun,Bulan,Hari,Kec_angin,T_max,T_min,Curah_hujan,Kelembapan,Tekanan_udara
2019,4,21,0.77,30.48,24.37,38.22,20.45,100.58
2019,4,22,0.99,30.83,24.72,9.74,20.94,100.56
2019,4,23,0.69,29.37,25.12,7.52,20.87,100.63
2019,4,24,0.42,29.71,25.03,5.42,19.9,100.77
2019,4,25,0.8,31.44,23.75,10.36,20.14,100.68
2019,4,26,0.6,29.89,25.33,32.71,20.63,100.69
2019,4,27,0.69,28.18,24.05,16.68,18.98,100.83
2019,4,28,0.55,29.73,24.17,0.18,18.86,100.9
2019,4,29,0.55,30.84,23.76,0.71,19.47,100.87
2019,4,30,0.66,31.35,24.58,2.99,20.2,100.82
2019,5,1,0.7,30.86,25.3,2.1,20.39,100.82
2019,5,2,0.48,31.19,24.78,0.34,19.96,100.87
2019,5,3,0.52,30.9,24.61,1.43,20.02,100.93
2019,5,4,0.76,30.26,24.76,4.07,20.32,100.93
2019,5,5,0.54,29.98,24.69,23.03,20.2,100.94
2019,5,6,0.77,29.22,24.33,12.01,19.47,100.93
2019,5,7,0.76,31.14,22.55,0.04,19.1,100.78
2019,5,8,0.87,31.11,24.07,0.82,19.96,100.77
2019,5,9,0.87,31.1,24.16,0.09,19.59,100.81
2019,5,10,0.74,29.98,24.3,0.05,19.53,100.89
2019,5,11,0.87,29.9,24.42,1.94,19.9,100.93
2019,5,12,0.66,29.86,24.16,1.25,20.08,100.89
2019,5,13,0.7,29.86,24.73,0.64,20.39,100.85
2019,5,14,0.77,30.16,24.77,0.08,20.63,100.83
2019,5,15,0.65,29.89,24.58,0.69,20.39,100.91
2019,5,16,0.71,29.73,24.44,0.43,19.78,100.99
2019,5,17,0.57,29.56,24.12,2.68,19.1,101.0
2019,5,18,0.66,30.22,24.23,0.42,19.17,100.94
2019,5,19,0.81,30.17,23.94,0.25,19.41,100.94
2019,5,20,0.61,28.18,24.3,0.46,19.65,100.95
2019,5,21,0.74,28.38,24.16,10.4,20.02,100.92
2019,5,22,0.73,29.02,24.84,5.57,20.26,100.93
2019,5,23,0.97,30.54,23.86,0.25,19.29,100.98
2019,5,24,0.93,30.06,23.48,3.01,19.53,100.92
2019,5,25,0.84,29.81,23.76,1.29,19.53,100.87
2019,5,26,0.91,29.65,24.15,10.3,19.9,100.8
2019,5,27,0.91,30.22,23.58,0.83,19.78,100.72
2019,5,28,1.01,30.37,24.76,0.6,20.39,100.65
2019,5,29,0.96,29.99,25.01,2.09,20.75,100.64
2019,5,30,0.8,29.05,24.76,5.64,20.45,100.7
2019,5,31,0.7,29.0,24.98,6.46,20.08,100.69
2019,6,1,0.63,28.43,24.47,27.63,19.9,100.74
2019,6,2,0.88,29.99,23.54,4.56,20.08,100.75
2019,6,3,0.63,29.87,24.08,0.6,19.1,100.78
2019,6,4,0.77,30.95,23.65,0.0,19.47,100.73
2019,6,5,0.87,31.15,24.31,0.18,20.14,100.7
2019,6,6,0.91,30.45,24.7,1.82,20.02,100.8
2019,6,7,0.67,29.44,24.92,1.9,19.78,100.94
2019,6,8,0.6,29.26,24.61,1.21,19.41,100.95
2019,6,9,0.76,29.02,23.58,0.28,19.04,100.88
2019,6,10,0.91,31.01,23.51,0.02,19.59,100.76
2019,6,11,0.9,29.65,24.59,22.76,20.26,100.88
2019,6,12,0.8,28.9,24.05,12.86,19.84,100.96
2019,6,13,0.85,30.09,23.83,1.46,19.65,100.94
2019,6,14,0.79,30.0,24.16,1.51,19.71,100.86
2019,6,15,0.73,29.18,24.33,2.4,19.59,100.9
2019,6,16,0.8,29.9,23.62,0.96,19.53,100.92
2019,6,17,0.96,29.95,24.5,2.66,19.96,100.89
2019,6,18,0.98,29.67,23.82,2.78,19.41,100.89
2019,6,19,0.86,28.58,23.58,2.4,19.29,100.89
2019,6,20,1.03,30.58,23.54,2.2,19.29,100.84
2019,6,21,0.95,31.04,23.18,0.73,19.04,100.77
2019,6,22,0.66,30.34,23.39,16.24,19.17,100.75
2019,6,23,0.9,29.56,24.15,23.85,19.41,100.82
2019,6,24,0.73,27.98,24.4,0.0,18.8,100.94
2019,6,25,1.21,30.18,22.99,0.0,18.31,100.96
2019,6,26,0.8,30.98,21.99,0.0,18.25,100.96
2019,6,27,0.88,30.44,22.72,0.0,18.74,100.92
2019,6,28,1.03,30.57,23.22,0.02,18.86,100.87
2019,6,29,1.09,30.05,22.74,0.01,18.49,100.83
2019,6,30,1.06,30.44,23.36,0.0,18.37,100.86
2019,7,1,1.03,30.92,22.44,0.0,18.49,100.87
2019,7,2,0.95,30.53,22.88,0.0,18.68,100.85
2019,7,3,0.91,29.94,23.37,1.1,18.92,100.92
2019,7,4,0.91,29.83,23.55,0.46,19.04,100.97
2019,7,5,1.09,30.52,23.35,14.62,19.35,100.82
2019,7,6,1.0,30.27,23.44,3.91,19.53,100.79
2019,7,7,0.98,30.4,23.96,1.88,19.53,100.91
2019,7,8,1.05,29.9,24.05,4.61,19.29,101.04
2019,7,9,0.96,30.51,23.07,0.31,18.25,101.01
2019,7,10,1.16,30.57,23.12,0.0,18.62,100.93
2019,7,11,1.05,30.19,22.0,0.0,17.58,101.05
2019,7,12,0.99,30.68,22.72,0.01,18.43,101.1
2019,7,13,0.91,30.42,22.9,0.0,18.31,101.02
2019,7,14,0.97,30.19,22.43,0.0,17.76,100.92
2019,7,15,0.92,30.11,21.69,0.16,17.33,100.92
2019,7,16,1.1,29.9,21.83,0.05,16.72,100.89
2019,7,17,1.08,29.55,20.23,0.0,16.17,100.81
2019,7,18,1.14,29.72,21.1,0.0,16.66,100.75
2019,7,19,0.91,30.94,21.62,4.56,18.37,100.75
2019,7,20,1.04,30.08,23.49,12.18,19.29,100.76
2019,7,21,0.94,30.07,23.32,55.1,19.29,100.79
2019,7,22,0.94,30.37,23.26,8.16,18.74,100.79
2019,7,23,1.03,30.01,22.56,0.02,17.7,100.86
2019,7,24,0.96,29.91,21.63,0.0,17.27,101.01
2019,7,25,1.04,29.98,21.5,0.0,17.09,101.05
2019,7,26,0.77,29.71,21.2,0.0,17.33,100.98
2019,7,27,0.83,29.09,22.39,0.0,17.7,100.96
2019,7,28,0.97,30.62,21.87,0.0,18.01,101.0
2019,7,29,1.02,30.59,22.84,0.0,18.37,100.97
2019,7,30,1.02,30.05,22.23,0.0,17.46,100.99
2019,7,31,1.15,30.19,21.45,0.0,17.15,100.99
2019,8,1,1.05,30.18,21.45,0.0,17.27,101.06
2019,8,2,1.17,30.19,22.04,0.0,17.33,101.0
2019,8,3,1.08,30.69,22.19,0.0,17.88,100.94
2019,8,4,1.25,30.12,22.87,0.0,17.64,100.94
2019,8,5,1.15,30.29,22.23,0.0,17.33,100.92
2019,8,6,1.2,29.07,21.15,0.0,16.11,100.91
2019,8,7,1.07,29.49,21.1,0.0,15.99,100.87
2019,8,8,1.1,29.26,21.35,0.0,16.54,100.9
2019,8,9,1.05,29.98,21.51,0.0,17.4,100.87
2019,8,10,1.05,30.67,22.68,0.0,17.76,100.88
2019,8,11,1.1,30.97,22.48,0.0,18.13,100.88
2019,8,12,1.09,30.9,22.86,0.0,18.13,100.93
2019,8,13,1.18,30.84,22.51,0.0,18.07,100.97
2019,8,14,1.15,30.86,22.42,0.0,17.82,101.03
2019,8,15,1.23,31.19,21.95,0.0,18.01,101.05
2019,8,16,1.06,31.27,22.6,0.0,18.55,101.02
2019,8,17,1.08,30.38,22.91,0.0,18.19,101.03
2019,8,18,1.22,30.95,22.15,0.0,17.15,101.04
2019,8,19,1.07,30.9,21.33,0.0,17.21,101.03
2019,8,20,1.16,30.7,21.11,0.0,16.97,100.92
2019,8,21,1.07,31.26,21.89,0.0,17.82,100.9
2019,8,22,1.29,31.26,22.24,0.0,17.76,101.02
2019,8,23,1.06,30.97,22.45,0.0,17.88,101.0
2019,8,24,1.18,30.94,22.7,0.0,18.01,100.98
2019,8,25,1.07,30.89,22.29,0.0,17.33,100.96
2019,8,26,0.91,30.69,22.31,0.0,17.94,100.89
2019,8,27,1.05,31.02,22.98,2.06,18.37,100.89
2019,8,28,0.77,28.47,23.4,5.23,18.55,101.02
2019,8,29,1.22,31.05,23.04,1.11,18.25,100.94
2019,8,30,1.33,31.06,21.58,0.0,17.09,100.82
2019,8,31,1.27,31.43,20.67,0.0,16.91,100.78
2019,9,1,1.2,31.26,21.35,0.0,17.46,100.9
2019,9,2,1.11,31.78,22.08,0.0,18.07,100.91
2019,9,3,1.01,31.47,22.35,0.0,18.25,100.91
2019,9,4,1.08,31.44,22.66,0.0,17.94,100.92
2019,9,5,1.14,31.51,21.69,0.0,17.58,100.98
2019,9,6,1.16,31.59,22.25,0.0,17.7,100.94
2019,9,7,1.2,31.37,22.19,0.0,17.09,101.0
2019,9,8,1.23,31.4,21.44,0.0,17.09,101.03
2019,9,9,1.12,31.55,21.39,0.0,17.33,100.99
2019,9,10,1.18,31.49,21.2,0.0,17.15,101.09
2019,9,11,1.26,31.74,20.39,0.0,17.15,101.12
2019,9,12,1.05,31.69,21.63,0.0,16.85,101.16
2019,9,13,1.05,31.24,20.76,0.0,16.36,101.12
2019,9,14,1.23,30.09,20.94,0.0,14.34,101.12
2019,9,15,1.02,29.44,20.22,0.0,15.38,100.98
2019,9,16,1.05,31.47,20.98,0.0,16.91,100.92
2019,9,17,1.18,31.07,21.39,0.0,16.91,100.98
2019,9,18,1.23,32.0,21.23,0.0,17.52,101.03
2019,9,19,1.28,32.74,22.51,0.0,18.13,100.97
2019,9,20,1.23,32.14,21.86,0.0,16.97,100.96
2019,9,21,1.16,31.65,21.15,0.0,16.66,100.93
2019,9,22,1.15,31.01,20.27,0.0,16.85,100.97
2019,9,23,1.12,31.8,22.58,0.13,18.19,100.95
2019,9,24,1.02,30.94,23.51,34.28,18.8,100.96
2019,9,25,1.16,31.55,23.23,3.25,18.37,101.01
2019,9,26,1.11,31.92,21.93,0.02,17.76,101.08
2019,9,27,0.98,30.3,22.55,0.79,18.01,101.06
2019,9,28,1.06,31.17,22.62,0.64,18.13,101.01
2019,9,29,1.05,31.88,22.8,2.95,18.13,101.02
2019,9,30,1.19,31.49,22.79,0.45,17.82,101.04
2019,10,1,1.11,31.89,22.01,0.01,17.27,101.04
2019,10,2,1.07,29.55,21.73,0.26,17.52,101.07
2019,10,3,0.81,28.36,22.9,1.24,17.82,101.09
2019,10,4,1.23,30.99,21.76,0.02,17.21,101.01
2019,10,5,1.24,32.04,21.9,0.0,17.21,100.89
2019,10,6,1.2,32.45,21.83,1.35,17.21,100.92
2019,10,7,1.18,32.16,22.17,1.82,17.27,100.91
2019,10,8,0.97,31.7,22.39,0.29,17.76,100.89
2019,10,9,0.95,31.43,21.99,0.0,17.15,100.89
2019,10,10,1.11,32.8,21.69,0.4,17.21,100.95
2019,10,11,1.06,33.07,22.12,0.36,17.09,100.89
2019,10,12,0.96,33.16,22.15,0.0,17.03,100.84
2019,10,13,1.17,33.26,21.35,0.0,16.3,100.84
2019,10,14,1.15,33.22,22.01,0.01,17.15,100.89
2019,10,15,1.19,33.19,22.28,0.01,17.15,100.88
2019,10,16,1.03,33.23,22.5,1.31,17.88,100.82
2019,10,17,0.99,32.79,23.58,14.32,18.49,100.77
2019,10,18,1.07,32.68,23.3,1.69,18.31,100.79
2019,10,19,1.12,32.62,23.59,3.05,18.43,100.85
2019,10,20,1.18,32.94,23.98,2.35,18.49,100.81
2019,10,21,1.12,31.73,23.62,4.48,18.62,100.76
2019,10,22,1.23,33.18,22.87,0.1,17.58,100.72
2019,10,23,1.07,32.81,22.78,0.01,17.4,100.78
2019,10,24,1.13,33.12,22.66,0.0,17.82,100.8
2019,10,25,0.84,30.97,23.83,0.46,18.01,100.86
2019,10,26,0.86,33.28,23.33,0.36,17.52,100.81
2019,10,27,0.84,33.23,22.3,0.04,17.58,100.71
2019,10,28,0.82,33.01,23.18,9.17,18.19,100.76
2019,10,29,0.91,32.32,23.77,17.15,18.43,100.78
2019,10,30,0.88,32.53,22.95,1.1,17.58,100.73
2019,10,31,0.79,33.08,22.67,0.79,17.27,100.74
2019,11,1,0.7,31.08,23.77,1.26,18.19,100.82
2019,11,2,0.8,29.38,24.43,14.59,18.25,100.85
2019,11,3,0.76,31.09,23.0,1.35,17.82,100.91
2019,11,4,0.61,31.04,24.35,0.45,18.31,100.97
2019,11,5,0.73,31.08,23.99,1.29,18.31,100.84
2019,11,6,0.88,32.67,23.9,0.47,18.13,100.75
2019,11,7,0.83,34.04,23.77,0.0,17.64,100.77
2019,11,8,0.76,33.69,22.88,0.02,16.91,100.94
2019,11,9,0.61,32.87,24.23,0.61,18.13,100.96
2019,11,10,0.59,32.98,24.02,0.61,18.31,100.84
2019,11,11,0.97,33.3,23.38,0.41,18.19,100.77
2019,11,12,0.98,32.17,24.07,0.0,18.55,100.83
2019,11,13,0.98,32.49,23.82,0.45,18.62,100.89
2019,11,14,1.05,29.26,24.07,8.51,18.8,100.94
2019,11,15,0.58,32.98,22.94,2.36,17.94,100.85
2019,11,16,0.79,33.26,23.59,0.01,17.76,100.88
2019,11,17,0.91,33.91,23.27,0.0,17.4,100.87
2019,11,18,0.85,33.36,22.87,1.44,18.13,100.89
2019,11,19,0.68,31.58,24.28,28.59,18.92,100.82
2019,11,20,0.71,31.23,24.52,5.04,18.62,100.8
2019,11,21,0.59,32.59,23.88,4.73,18.43,100.79
2019,11,22,0.63,31.98,24.45,8.28,18.68,100.86
2019,11,23,0.62,31.2,24.62,38.35,19.17,100.89
2019,11,24,0.56,32.18,24.01,4.59,18.49,100.89
2019,11,25,0.54,32.27,24.5,0.06,18.62,100.81
2019,11,26,0.55,31.43,24.93,0.03,19.04,100.7
2019,11,27,0.59,32.58,24.89,0.17,18.8,100.66
2019,11,28,0.7,33.64,25.14,0.24,18.92,100.67
2019,11,29,0.8,33.04,24.58,0.8,19.29,100.69
2019,11,30,0.58,34.04,25.56,0.03,19.35,100.7
2019,12,1,0.85,33.77,24.97,1.3,19.47,100.67
2019,12,2,0.76,32.62,25.47,3.6,19.71,100.71
2019,12,3,1.11,31.18,24.96,0.76,19.1,100.8
2019,12,4,1.17,32.76,23.99,0.4,18.68,100.86
2019,12,5,1.1,30.33,24.77,42.45,19.65,100.93
2019,12,6,0.92,28.75,24.37,16.97,19.47,100.92
2019,12,7,0.95,28.32,23.98,6.12,19.04,100.96
2019,12,8,0.59,32.12,22.89,0.86,17.52,100.98
2019,12,9,0.93,31.11,23.41,2.02,18.25,100.95
2019,12,10,0.84,31.45,23.33,5.74,18.25,100.89
2019,12,11,0.93,31.26,23.13,1.22,18.07,100.84
2019,12,12,0.87,30.49,23.53,7.87,18.43,100.88
2019,12,13,0.83,30.04,23.51,12.16,18.62,100.93
2019,12,14,0.84,30.73,23.77,7.37,18.8,100.89
2019,12,15,0.82,31.25,23.76,5.26,18.92,100.8
2019,12,16,0.83,29.89,24.18,6.2,18.86,100.78
2019,12,17,0.69,31.19,23.3,3.01,18.19,100.86
2019,12,18,0.55,30.33,23.92,86.59,19.35,100.88
2019,12,19,1.01,30.32,24.56,22.71,19.17,100.87
2019,12,20,0.55,31.17,24.08,4.37,19.1,100.76
2019,12,21,0.73,29.98,24.31,40.56,19.71,100.79
2019,12,22,0.94,30.26,24.14,10.26,19.41,100.86
2019,12,23,0.62,29.85,24.23,0.42,18.8,100.93
2019,12,24,0.87,30.27,23.83,13.61,19.23,100.88
2019,12,25,1.08,30.54,24.24,8.88,19.41,100.85
2019,12,26,0.86,29.65,24.41,79.66,19.84,100.86
2019,12,27,0.93,30.4,24.24,16.38,19.29,100.84
2019,12,28,1.04,30.3,23.28,4.0,18.68,100.87
2019,12,29,1.02,31.44,23.49,1.95,19.17,100.87
2019,12,30,1.02,30.62,24.5,3.08,19.71,100.88
2019,12,31,1.08,29.69,24.39,2.43,19.59,100.99
2020,1,1,1.01,28.56,24.01,0.99,18.8,101.11
2020,1,2,1.13,30.05,23.42,1.11,18.55,101.14
2020,1,3,1.1,29.52,24.0,0.97,19.23,101.02
2020,1,4,1.23,30.01,23.94,3.84,19.35,100.83
2020,1,5,1.07,29.52,24.42,7.42,19.47,100.86
2020,1,6,1.33,30.15,23.98,1.95,18.92,100.88
2020,1,7,1.27,30.35,23.89,0.75,18.98,100.8
2020,1,8,1.22,29.88,24.65,3.17,19.41,100.75
2020,1,9,0.99,29.94,24.4,5.68,19.17,100.74
2020,1,10,0.93,28.33,23.76,4.37,18.92,100.83
2020,1,11,0.98,28.46,23.3,4.91,17.94,100.88
2020,1,12,1.05,29.81,23.56,6.78,18.68,100.78
2020,1,13,1.17,30.19,23.91,3.02,18.8,100.73
2020,1,14,1.11,29.76,24.19,3.15,18.62,100.79
2020,1,15,1.03,31.31,23.75,5.48,19.17,100.83
2020,1,16,1.05,30.97,24.35,7.56,19.35,100.88
2020,1,17,1.06,30.42,23.95,10.8,19.23,100.9
2020,1,18,0.99,31.84,23.69,1.97,18.74,100.89
2020,1,19,1.05,32.02,23.76,0.66,19.17,100.88
2020,1,20,1.05,31.19,24.31,8.75,19.59,100.95
2020,1,21,1.14,31.06,24.01,57.08,19.84,101.01
2020,1,22,1.15,31.01,24.57,15.87,19.78,101.0
2020,1,23,1.08,31.51,24.35,11.94,19.71,100.86
2020,1,24,1.44,30.95,24.65,10.46,19.65,100.87
2020,1,25,0.95,30.65,24.2,7.75,19.35,100.9
2020,1,26,0.9,28.12,24.08,9.99,19.17,100.8
2020,1,27,1.01,31.12,23.64,8.6,19.29,100.8
2020,1,28,0.95,31.86,24.44,4.31,19.65,100.83
2020,1,29,0.98,31.3,24.15,3.87,19.47,100.95
2020,1,30,0.79,30.03,24.49,0.34,19.41,100.9
2020,1,31,1.07,29.82,24.12,0.51,19.17,100.9
2020,2,1,1.2,30.41,24.48,0.07,19.17,100.91
2020,2,2,1.23,30.73,24.1,14.22,19.23,101.01
2020,2,3,1.31,29.95,24.28,23.84,19.47,100.99
2020,2,4,1.02,30.4,24.01,0.3,18.92,100.94
2020,2,5,1.18,31.05,23.61,1.09,18.55,100.91
2020,2,6,1.15,31.78,23.4,0.04,18.68,100.92
2020,2,7,1.28,30.0,24.55,2.03,19.29,100.93
2020,2,8,1.05,29.08,23.89,0.27,18.19,101.05
2020,2,9,0.86,31.79,23.03,0.26,17.82,100.98
2020,2,10,0.52,28.57,24.59,1.5,18.8,100.98
2020,2,11,0.47,30.64,24.1,8.39,19.04,101.01
2020,2,12,0.7,31.78,24.51,3.87,19.53,101.02
2020,2,13,1.05,29.67,24.86,5.09,19.78,100.92
2020,2,14,0.73,30.32,24.49,1.51,19.59,100.85
2020,2,15,0.62,30.99,24.19,29.08,19.35,100.95
2020,2,16,0.7,30.01,24.45,22.18,19.04,101.06
2020,2,17,0.6,28.87,24.37,3.65,18.8,101.1
2020,2,18,0.91,29.63,23.74,2.22,18.43,101.09
2020,2,19,1.28,29.76,23.77,9.06,18.92,101.02
2020,2,20,1.3,29.33,24.48,5.08,19.47,100.96
2020,2,21,1.38,29.78,24.4,3.93,19.17,101.03
2020,2,22,1.23,30.61,24.29,12.13,19.47,101.08
2020,2,23,1.58,30.98,24.23,11.36,19.41,100.95
2020,2,24,1.77,30.98,24.46,13.71,19.29,100.89
2020,2,25,1.18,30.92,24.34,7.41,19.59,100.88
2020,2,26,1.2,29.82,24.32,0.5,19.47,100.86
2020,2,27,1.16,30.48,24.57,0.01,19.41,100.84
2020,2,28,1.13,31.0,24.69,0.0,19.53,100.77
2020,2,29,1.38,30.92,24.44,4.98,19.53,100.73
2020,3,1,1.25,31.67,24.07,0.92,18.68,100.82
2020,3,2,1.23,32.12,23.22,0.08,18.55,100.78
2020,3,3,1.27,32.29,23.57,0.05,18.74,100.79
2020,3,4,0.6,31.24,24.07,28.89,19.65,100.88
2020,3,5,0.71,30.34,25.01,18.78,18.92,100.92
2020,3,6,1.08,30.64,24.05,28.21,19.35,100.99
2020,3,7,0.86,29.37,24.54,23.53,19.23,101.04
2020,3,8,0.82,29.55,24.24,10.96,19.84,100.88
2020,3,9,0.77,31.04,24.26,2.76,18.86,100.85
2020,3,10,0.62,32.23,24.8,6.79,19.9,100.74
2020,3,11,0.95,31.23,25.25,25.58,20.94,100.79
2020,3,12,1.29,31.56,24.81,10.69,20.02,100.98
2020,3,13,0.94,31.6,23.9,1.66,19.35,100.98
2020,3,14,1.0,31.52,24.14,57.22,19.78,100.84
2020,3,15,0.93,31.76,24.14,8.31,19.41,100.82
2020,3,16,0.87,29.65,24.2,30.1,19.71,100.96
2020,3,17,0.88,30.43,24.69,17.73,19.78,100.97
2020,3,18,1.05,30.39,24.55,6.02,19.9,100.86
2020,3,19,0.78,30.76,24.77,7.5,19.65,100.95
2020,3,20,0.65,29.38,24.08,3.78,18.86,101.02
2020,3,21,0.67,30.49,23.74,3.62,19.1,100.98
2020,3,22,0.62,31.5,24.01,0.18,19.29,100.91
2020,3,23,0.63,30.27,24.7,0.39,19.47,100.87
2020,3,24,0.7,30.19,24.3,2.77,19.41,100.76
2020,3,25,0.48,31.69,24.28,0.19,19.17,100.66
2020,3,26,0.74,30.87,24.59,48.95,19.9,100.77
2020,3,27,0.91,31.11,24.67,21.07,20.08,100.85
2020,3,28,0.75,30.0,24.94,1.49,19.71,100.81
2020,3,29,0.83,30.99,24.61,0.17,20.14,100.68
2020,3,30,0.7,29.1,25.33,3.15,19.78,100.8
2020,3,31,0.42,29.65,24.48,29.1,19.9,100.82
2020,4,1,0.62,30.73,24.58,8.05,19.84,100.81
2020,4,2,0.47,30.1,25.19,25.71,20.14,100.79
2020,4,3,0.73,28.9,25.37,9.5,20.51,100.81
2020,4,4,0.81,29.98,24.76,6.23,20.2,100.83
2020,4,5,0.72,30.55,24.58,37.27,20.08,100.9
2020,4,6,0.58,29.05,24.7,21.7,19.9,100.95
2020,4,7,0.61,27.98,24.36,9.94,18.68,100.96
2020,4,8,0.77,29.47,23.42,7.48,18.98,100.94
2020,4,9,0.75,29.19,24.03,8.49,19.47,100.97
2020,4,10,0.6,29.73,24.62,13.35,19.9,100.98
2020,4,11,0.61,30.73,24.69,13.65,20.26,101.0
2020,4,12,0.77,29.18,24.73,1.23,20.08,100.87
2020,4,13,0.59,29.87,25.18,1.15,19.96,100.82
2020,4,14,0.74,28.87,24.87,3.95,20.08,100.91
2020,4,15,0.89,29.65,24.65,3.54,19.9,100.92
2020,4,16,0.72,31.56,24.3,0.55,18.86,100.84
2020,4,17,0.41,32.26,23.58,0.16,18.86,100.92
2020,4,18,0.53,30.02,25.3,44.41,19.9,100.96
2020,4,19,0.67,30.08,24.3,8.51,19.84,100.91
2020,4,20,0.68,31.13,24.59,0.36,19.71,100.84
2020,4,21,0.67,30.72,25.23,4.32,20.08,100.83
2020,4,22,0.66,30.88,24.96,2.9,20.26,100.77
2020,4,23,0.73,30.98,24.87,3.47,20.32,100.76
2020,4,24,0.6,30.1,25.24,6.63,20.02,100.78
2020,4,25,0.55,30.46,24.08,2.76,19.59,100.82
2020,4,26,0.62,31.17,24.33,3.84,19.9,100.86
2020,4,27,0.58,29.73,24.36,23.45,19.53,100.92
2020,4,28,0.38,31.18,24.02,30.23,19.59,100.89
2020,4,29,0.44,30.71,25.03,3.5,19.96,100.78
2020,4,30,0.57,28.21,24.34,6.84,19.59,100.87
2020,5,1,0.53,30.55,23.96,10.5,19.23,100.8
2020,5,2,0.56,30.22,24.08,23.79,19.59,100.74
2020,5,3,0.8,29.65,24.44,8.41,19.9,100.77
2020,5,4,0.59,30.08,25.16,3.13,20.26,100.79
2020,5,5,0.44,30.54,25.43,5.74,20.57,100.79
2020,5,6,0.84,28.57,23.97,4.58,19.53,100.79
2020,5,7,0.73,30.28,23.55,6.74,20.02,100.74
2020,5,8,0.76,29.54,25.12,46.8,21.18,100.77
2020,5,9,0.8,29.62,24.77,9.74,20.32,100.81
2020,5,10,0.88,30.48,24.33,18.55,20.32,100.83
2020,5,11,0.93,30.05,24.63,7.3,20.02,100.83
2020,5,12,0.82,30.12,24.26,0.31,20.45,100.76
2020,5,13,0.7,30.14,25.27,0.83,21.12,100.75
2020,5,14,0.86,29.55,25.18,6.19,21.12,100.66
2020,5,15,0.77,30.27,25.3,2.56,20.81,100.57
2020,5,16,0.88,30.39,25.1,9.82,21.55,100.49
2020,5,17,0.72,29.94,25.55,8.27,21.55,100.53
2020,5,18,0.66,28.23,25.48,9.17,20.75,100.67
2020,5,19,0.77,31.07,24.48,0.18,20.57,100.61
2020,5,20,0.59,29.67,25.1,15.66,20.57,100.75
2020,5,21,0.58,30.68,24.7,0.82,20.08,100.8
2020,5,22,0.48,30.3,25.33,30.49,19.53,100.82
2020,5,23,0.59,29.37,24.87,2.37,19.53,100.9
2020,5,24,0.48,31.53,24.33,0.01,20.26,100.92
2020,5,25,0.32,28.37,25.44,5.18,20.26,101.02
2020,5,26,0.53,29.67,24.59,5.13,19.65,101.0
2020,5,27,0.59,26.91,24.35,3.25,19.35,101.06
2020,5,28,0.65,29.03,23.01,0.01,18.43,100.97
2020,5,29,0.8,30.34,24.08,0.19,19.84,100.96
2020,5,30,0.78,30.53,24.47,1.74,20.14,100.97
2020,5,31,0.7,28.75,24.75,1.34,20.14,101.03
2020,6,1,0.52,28.71,24.23,60.27,19.47,101.06
2020,6,2,0.88,30.23,23.6,3.36,19.47,100.93
2020,6,3,0.84,30.08,24.14,0.61,19.9,100.88
2020,6,4,0.9,28.17,24.64,20.62,19.78,100.91
2020,6,5,0.55,29.43,23.7,6.2,19.1,100.97
2020,6,6,0.56,30.15,23.8,0.15,19.29,100.89
2020,6,7,0.55,30.67,23.98,25.92,19.53,100.74
2020,6,8,0.68,30.69,24.23,11.7,19.96,100.78
2020,6,9,0.62,29.92,24.51,1.55,19.59,100.85
2020,6,10,0.92,30.12,23.71,0.06,19.53,100.78
2020,6,11,0.93,30.41,23.87,9.26,19.96,100.69
2020,6,12,0.91,30.69,23.57,0.7,19.17,100.62
2020,6,13,0.84,29.88,22.85,9.01,18.68,100.76
2020,6,14,0.98,30.47,22.98,1.14,19.23,100.8
2020,6,15,0.84,29.33,23.98,0.52,19.71,100.85
2020,6,16,0.75,29.43,24.6,25.54,20.08,100.82
2020,6,17,0.73,28.94,24.3,18.78,19.53,100.91
2020,6,18,0.59,28.26,24.31,3.48,18.98,100.95
2020,6,19,0.78,28.88,23.73,4.83,19.29,100.93
2020,6,20,0.88,28.63,24.01,3.28,19.65,100.79
2020,6,21,0.83,28.08,24.06,4.48,19.47,100.7
2020,6,22,0.75,27.68,23.87,2.88,19.29,100.76
2020,6,23,0.55,28.05,24.04,34.77,19.04,100.85
2020,6,24,0.62,28.22,23.26,11.63,18.13,100.94
2020,6,25,0.81,29.51,21.74,0.01,18.25,100.78
2020,6,26,0.87,30.65,22.84,0.0,18.55,100.79
2020,6,27,0.8,29.56,23.13,0.0,18.98,100.85
2020,6,28,0.95,29.61,23.38,4.91,19.04,100.87
2020,6,29,1.1,29.88,23.31,0.79,18.98,100.81
2020,6,30,1.01,30.44,22.95,0.28,18.62,100.8
2020,7,1,0.8,28.55,22.85,3.35,18.86,100.79
2020,7,2,0.9,28.01,23.98,9.93,19.23,100.8
2020,7,3,0.84,29.58,23.06,6.44,18.98,100.81
2020,7,4,1.02,29.54,23.57,3.94,19.04,100.82
2020,7,5,0.97,30.15,22.81,2.9,18.98,100.75
2020,7,6,0.91,30.26,23.72,2.29,19.29,100.74
2020,7,7,0.97,29.15,23.55,7.02,19.29,100.82
2020,7,8,0.69,28.7,23.8,26.79,19.35,100.81
2020,7,9,0.45,27.58,23.23,8.56,17.88,100.81
2020,7,10,0.51,29.73,22.58,0.51,17.64,100.84
2020,7,11,0.88,28.5,22.98,5.56,18.68,100.84
2020,7,12,0.87,28.75,22.95,1.89,18.98,100.77
