Tahun,Bulan,Hari,Kec_angin,T_max,T_min,Curah_hujan,Kelembapan,Tekanan_udara
2013,9,29,0.79,29.83,23.98,20.96,18.8,100.72
2013,9,30,0.91,29.3,23.69,0.93,18.31,100.8
2013,10,1,1.02,28.37,23.4,0.12,18.37,100.9
2013,10,2,0.82,29.98,23.18,0.96,18.98,101.01
2013,10,3,0.81,28.01,24.0,0.91,17.94,101.03
2013,10,4,0.66,30.47,23.15,10.66,17.82,100.99
2013,10,5,0.93,31.13,23.14,3.52,18.13,100.93
2013,10,6,1.05,31.86,21.99,0.02,17.82,100.83
2013,10,7,0.85,30.78,22.62,2.93,18.31,100.89
2013,10,8,0.86,31.5,22.98,0.59,18.31,100.97
2013,10,9,1.01,31.3,23.19,0.01,18.25,100.98
2013,10,10,1.2,31.69,22.62,0.14,18.07,100.97
2013,10,11,0.81,31.27,23.23,0.75,18.49,100.96
2013,10,12,0.7,30.85,23.05,12.38,18.43,100.84
2013,10,13,0.69,29.33,24.62,63.76,18.8,100.88
2013,10,14,0.75,28.92,23.88,18.82,18.43,100.91
2013,10,15,0.77,29.92,23.79,5.19,18.74,100.91
2013,10,16,0.95,30.86,23.86,1.94,19.04,100.85
2013,10,17,0.87,29.8,23.62,29.02,19.78,100.8
2013,10,18,0.67,29.69,24.53,25.69,18.55,100.87
2013,10,19,0.52,31.18,23.5,2.85,18.37,100.86
2013,10,20,0.65,31.11,24.78,6.83,19.23,100.81
2013,10,21,0.63,31.62,23.8,1.29,17.94,100.77
2013,10,22,0.68,30.55,23.14,0.26,18.25,100.88
2013,10,23,0.75,31.98,22.84,0.08,18.31,100.86
2013,10,24,0.55,31.3,23.43,0.16,18.37,100.86
2013,10,25,1.01,30.85,23.46,1.54,18.86,100.94
2013,10,26,0.72,31.29,23.34,1.07,18.49,100.94
2013,10,27,0.73,30.83,23.98,0.47,18.31,100.99
2013,10,28,0.59,31.8,23.38,6.36,18.25,101.02
2013,10,29,0.73,29.3,24.31,5.94,18.8,101.06
2013,10,30,0.28,30.17,23.72,7.51,17.82,101.03
2013,10,31,0.45,30.76,23.5,9.8,17.4,100.97
2013,11,1,0.51,28.87,23.58,5.0,18.13,100.92
2013,11,2,0.55,30.34,23.33,0.79,18.07,100.84
2013,11,3,0.63,31.48,23.43,13.21,18.49,100.81
2013,11,4,0.64,30.94,23.83,15.47,18.8,100.88
2013,11,5,0.7,30.69,22.93,7.57,18.8,100.86
2013,11,6,0.53,30.96,24.55,1.58,18.74,100.83
2013,11,7,0.7,29.9,23.38,1.29,18.62,100.74
2013,11,8,0.78,29.19,23.65,6.15,18.74,100.7
2013,11,9,0.78,30.79,23.28,6.51,19.1,100.67
2013,11,10,0.82,29.08,23.91,3.39,19.35,100.68
2013,11,11,0.73,29.9,23.39,4.66,18.92,100.66
2013,11,12,0.59,28.71,24.12,0.19,18.62,100.68
2013,11,13,0.72,30.24,22.99,43.15,18.8,100.65
2013,11,14,0.68,27.29,23.61,18.05,18.25,100.73
2013,11,15,0.8,27.94,23.55,4.94,18.62,100.76
2013,11,16,0.7,28.63,24.0,9.61,18.68,100.78
2013,11,17,0.94,27.54,23.49,2.54,18.07,100.85
2013,11,18,0.74,29.45,23.06,49.72,18.62,100.82
2013,11,19,1.23,28.48,23.99,11.01,18.92,100.76
2013,11,20,0.73,29.56,23.48,0.44,18.62,100.7
2013,11,21,0.61,29.53,22.8,0.01,18.01,100.63
2013,11,22,0.66,30.9,22.78,2.28,18.25,100.65
2013,11,23,0.6,30.73,24.31,16.13,19.23,100.7
2013,11,24,0.57,27.51,24.38,6.77,19.1,100.79
2013,11,25,0.4,29.17,23.56,21.68,18.49,100.73
2013,11,26,0.9,27.82,23.46,10.83,18.37,100.72
2013,11,27,0.58,30.37,22.94,29.98,18.49,100.76
2013,11,28,0.73,28.36,23.93,19.22,19.17,100.91
2013,11,29,0.58,29.41,24.46,7.22,19.04,100.82
2013,11,30,0.52,28.84,24.17,8.64,19.23,100.74
2013,12,1,0.78,30.13,24.54,85.65,19.53,100.71
2013,12,2,0.7,27.26,24.46,17.93,19.65,100.74
2013,12,3,0.86,29.37,23.88,0.98,19.23,100.75
2013,12,4,0.68,27.51,23.61,0.12,18.49,100.79
2013,12,5,0.54,30.4,23.52,34.93,18.98,100.63
2013,12,6,0.54,30.5,24.14,49.16,19.53,100.55
2013,12,7,0.99,27.67,24.05,27.79,18.86,100.72
2013,12,8,0.5,28.94,23.36,15.64,18.55,100.81
2013,12,9,0.59,31.33,23.44,13.19,18.74,100.67
2013,12,10,0.56,30.56,23.84,50.63,19.41,100.54
2013,12,11,0.65,29.6,24.82,34.98,20.2,100.56
2013,12,12,0.68,29.69,23.76,8.81,19.17,100.6
2013,12,13,0.77,28.33,24.17,12.19,19.35,100.71
2013,12,14,0.64,27.55,23.87,8.38,18.8,100.78
2013,12,15,0.59,29.87,23.63,17.71,18.92,100.73
2013,12,16,0.78,29.69,24.25,15.92,19.53,100.7
2013,12,17,0.88,28.69,23.51,8.86,18.25,100.66
2013,12,18,0.77,28.6,24.05,3.24,19.23,100.71
2013,12,19,0.54,29.83,24.05,10.06,18.92,100.84
2013,12,20,0.79,25.57,23.35,6.55,17.64,101.03
2013,12,21,0.88,27.3,22.15,0.12,17.76,101.04
2013,12,22,1.02,28.37,22.32,5.02,17.94,101.01
2013,12,23,1.06,27.64,22.55,0.4,18.25,100.98
2013,12,24,1.05,27.13,23.26,1.57,18.98,101.03
2013,12,25,0.98,28.23,23.4,2.65,18.92,100.98
2013,12,26,0.88,28.02,23.97,4.5,18.86,100.95
2013,12,27,1.11,28.8,23.53,27.99,19.23,100.86
2013,12,28,0.95,27.24,23.86,27.45,19.17,100.82
2013,12,29,0.91,26.46,23.96,23.54,19.04,100.87
2013,12,30,1.11,26.97,23.34,6.15,18.68,100.92
2013,12,31,1.05,27.52,23.82,8.67,19.1,100.96
2014,1,1,0.76,27.76,23.74,9.14,18.92,100.95
2014,1,2,0.97,27.83,23.73,5.64,19.04,100.92
2014,1,3,0.77,28.78,23.48,5.47,19.35,100.86
2014,1,4,0.83,27.45,24.29,14.52,19.41,100.87
2014,1,5,0.9,28.64,23.46,4.84,18.92,100.82
2014,1,6,0.95,26.83,23.39,8.86,18.37,100.79
2014,1,7,0.98,28.08,23.27,4.2,18.25,100.84
2014,1,8,0.84,28.26,22.94,0.97,18.19,100.86
2014,1,9,0.51,28.27,23.7,8.88,18.07,100.89
2014,1,10,0.55,28.79,23.28,1.7,17.52,100.9
2014,1,11,0.77,28.15,23.1,13.97,18.37,100.92
2014,1,12,1.2,27.75,23.13,19.33,18.62,101.0
2014,1,13,1.09,28.71,23.5,50.01,19.17,100.94
2014,1,14,1.1,27.49,23.45,11.43,18.8,100.97
2014,1,15,1.02,26.61,23.43,4.66,18.25,101.11
2014,1,16,1.49,28.39,22.96,4.43,18.19,101.07
2014,1,17,1.52,28.27,23.28,5.53,18.19,101.03
2014,1,18,1.34,27.83,23.3,0.42,17.82,101.11
2014,1,19,1.66,28.7,22.89,0.62,17.64,101.13
2014,1,20,1.44,27.64,22.36,0.54,17.58,101.08
2014,1,21,1.52,28.53,22.51,2.96,17.27,101.11
2014,1,22,1.28,27.18,22.35,0.58,17.15,101.08
2014,1,23,1.44,28.33,22.13,3.7,17.4,101.06
2014,1,24,1.43,28.78,22.18,0.11,17.46,100.95
2014,1,25,1.38,29.33,22.47,0.73,17.58,100.92
2014,1,26,1.16,30.19,22.28,0.69,17.76,100.91
2014,1,27,1.27,28.21,22.7,0.04,17.58,100.93
2014,1,28,1.49,29.8,22.46,0.01,17.58,100.87
2014,1,29,1.52,28.81,22.52,0.0,17.33,100.93
2014,1,30,1.54,29.42,22.18,0.02,16.85,100.98
2014,1,31,1.55,29.07,21.22,0.0,16.72,101.0
2014,2,1,1.45,29.4,22.06,0.06,16.91,100.86
2014,2,2,1.34,28.62,22.29,0.51,16.78,100.8
2014,2,3,1.32,29.45,21.8,2.38,17.33,100.65
2014,2,4,0.9,28.98,22.35,0.19,17.33,100.57
2014,2,5,1.04,27.73,22.9,0.29,17.58,100.56
2014,2,6,0.91,27.04,22.65,0.18,17.52,100.59
2014,2,7,1.02,29.76,22.7,3.62,18.13,100.58
2014,2,8,1.06,30.26,23.48,9.84,18.92,100.57
2014,2,9,1.02,28.44,23.54,1.03,18.8,100.59
2014,2,10,0.82,29.1,23.77,0.0,18.86,100.68
2014,2,11,0.66,28.54,23.84,1.13,18.68,100.67
2014,2,12,1.23,30.5,22.71,0.02,18.25,100.67
2014,2,13,1.18,31.08,22.97,0.0,18.55,100.86
2014,2,14,1.08,31.12,23.18,2.0,18.68,100.89
2014,2,15,0.79,27.9,22.98,4.34,18.43,100.92
2014,2,16,0.82,29.94,21.73,5.61,17.15,101.03
2014,2,17,0.84,29.01,23.05,0.88,18.62,101.08
2014,2,18,0.91,29.37,23.82,0.05,19.04,101.05
2014,2,19,0.83,29.33,23.55,0.0,18.98,100.95
2014,2,20,1.0,29.43,23.51,4.34,18.62,100.95
2014,2,21,1.21,29.69,23.52,0.89,18.49,101.02
2014,2,22,1.14,28.4,23.58,1.02,18.43,101.04
2014,2,23,1.06,29.33,23.02,3.13,17.58,101.16
2014,2,24,1.23,29.86,22.61,1.57,17.7,101.11
2014,2,25,1.23,30.11,23.08,0.03,17.7,101.05
2014,2,26,1.06,29.7,22.74,0.0,17.88,100.96
2014,2,27,1.23,30.2,22.8,0.0,18.01,100.97
2014,2,28,1.04,30.61,23.13,1.58,18.07,100.98
2014,3,1,1.12,30.79,22.9,1.96,18.19,100.87
2014,3,2,1.07,30.74,22.75,16.23,18.49,100.83
2014,3,3,0.8,32.12,22.51,0.25,18.25,100.83
2014,3,4,0.98,30.86,23.26,4.4,18.43,100.97
2014,3,5,0.92,31.08,22.48,0.01,18.25,100.97
2014,3,6,0.98,31.1,22.78,0.04,18.01,100.91
2014,3,7,1.12,31.28,22.12,0.01,17.7,100.95
2014,3,8,1.12,30.78,22.87,3.41,18.62,100.95
2014,3,9,1.12,30.05,23.3,15.0,18.86,100.93
2014,3,10,1.33,30.61,23.23,0.38,18.25,100.96
2014,3,11,1.23,30.79,22.87,0.0,18.01,100.95
2014,3,12,1.16,31.25,22.4,0.59,17.94,100.92
2014,3,13,1.11,29.9,23.08,0.05,18.13,100.87
2014,3,14,1.0,31.32,22.85,0.0,18.25,100.91
2014,3,15,1.05,30.62,23.48,0.0,18.62,100.91
2014,3,16,0.83,30.82,23.87,0.03,18.62,100.99
2014,3,17,0.78,31.58,23.3,2.46,18.86,100.99
2014,3,18,0.91,31.03,23.79,2.2,18.74,100.98
2014,3,19,0.8,31.22,23.44,23.14,18.92,100.88
2014,3,20,0.73,30.17,23.55,7.18,19.1,100.81
2014,3,21,1.04,29.13,24.25,2.98,18.43,100.74
2014,3,22,0.91,28.8,23.58,0.71,18.55,100.74
2014,3,23,1.17,30.83,23.58,0.0,18.62,100.83
2014,3,24,1.11,31.3,23.3,0.0,18.31,100.84
2014,3,25,1.01,30.87,23.18,0.86,18.62,100.78
2014,3,26,0.84,30.14,24.2,0.12,18.98,100.76
2014,3,27,0.77,30.36,24.22,19.08,19.41,100.75
2014,3,28,0.82,31.62,23.9,3.75,19.53,100.73
2014,3,29,0.47,30.86,24.36,4.1,19.59,100.76
2014,3,30,0.7,31.5,24.58,8.5,19.47,100.74
2014,3,31,0.9,30.96,22.83,1.74,18.98,100.69
2014,4,1,0.64,28.85,24.34,4.87,19.53,100.69
2014,4,2,0.61,30.23,23.82,1.05,19.23,100.72
2014,4,3,0.8,31.19,23.53,4.39,19.17,100.79
2014,4,4,0.52,30.4,23.53,18.79,18.92,100.85
2014,4,5,0.71,29.8,24.11,6.89,19.1,100.91
2014,4,6,0.84,28.39,23.49,2.92,18.74,101.07
2014,4,7,0.62,30.52,23.36,4.74,18.19,101.11
2014,4,8,0.76,29.87,22.94,0.29,17.88,101.05
2014,4,9,0.68,30.56,24.3,16.63,19.17,100.9
2014,4,10,0.74,29.22,24.77,5.89,18.98,100.92
2014,4,11,0.75,30.05,24.23,20.43,19.23,100.9
2014,4,12,0.64,28.26,23.67,5.46,18.62,100.89
2014,4,13,0.65,27.98,23.42,4.17,18.92,100.93
2014,4,14,0.77,30.58,23.29,2.91,18.55,100.95
2014,4,15,0.39,29.61,23.88,1.83,19.17,100.93
2014,4,16,0.56,27.98,24.18,2.63,18.8,100.89
2014,4,17,0.5,30.96,22.94,32.2,18.68,100.81
2014,4,18,0.59,30.65,24.0,51.47,19.35,100.83
2014,4,19,0.69,29.63,24.31,8.85,19.17,100.82
2014,4,20,0.48,28.01,23.98,5.41,18.62,100.77
2014,4,21,0.88,29.08,23.1,2.39,18.19,100.87
2014,4,22,0.61,29.6,23.16,2.15,18.25,100.95
2014,4,23,0.52,31.15,24.02,2.26,18.86,100.83
2014,4,24,0.63,30.33,24.85,4.78,19.47,100.78
2014,4,25,0.54,31.4,23.29,1.75,19.1,100.79
2014,4,26,0.53,29.87,24.83,7.28,20.08,100.79
2014,4,27,0.43,30.64,25.73,1.31,19.96,100.83
2014,4,28,0.49,30.7,24.37,6.66,19.84,100.85
2014,4,29,0.54,30.68,24.27,1.8,19.71,100.81
2014,4,30,0.66,29.49,24.08,20.34,19.41,100.82
2014,5,1,0.41,30.98,23.48,4.89,19.23,100.82
2014,5,2,0.64,30.29,25.01,0.39,19.84,100.85
2014,5,3,0.78,30.99,24.47,0.65,19.84,100.8
2014,5,4,0.67,30.3,24.59,27.01,19.96,100.69
2014,5,5,0.76,30.99,24.42,12.44,20.02,100.71
2014,5,6,0.8,31.2,24.54,0.41,20.14,100.72
2014,5,7,0.58,30.12,24.73,2.54,19.96,100.79
2014,5,8,0.62,29.19,24.76,8.28,20.08,100.86
2014,5,9,0.83,31.53,23.86,2.54,19.47,100.77
2014,5,10,0.62,30.88,24.33,0.74,19.78,100.75
2014,5,11,0.67,30.23,24.5,0.11,19.71,100.9
2014,5,12,0.8,30.63,23.82,0.82,19.78,100.91
2014,5,13,0.55,31.44,24.1,0.33,19.59,100.8
2014,5,14,0.53,30.22,24.33,30.34,19.53,100.78
2014,5,15,0.71,31.0,24.45,2.24,19.78,100.71
2014,5,16,0.75,29.68,24.1,25.25,19.96,100.74
2014,5,17,0.59,30.07,24.59,12.87,19.78,100.8
2014,5,18,0.91,29.54,24.4,5.42,19.65,100.84
2014,5,19,0.7,30.23,24.24,1.49,19.59,100.93
2014,5,20,0.67,29.9,24.47,0.69,19.47,100.91
2014,5,21,0.81,30.94,23.62,1.74,19.47,100.77
2014,5,22,0.73,30.9,23.77,0.26,19.29,100.69
2014,5,23,0.71,30.05,23.7,2.47,19.47,100.79
2014,5,24,0.82,29.73,24.15,0.57,19.71,100.87
2014,5,25,0.75,29.52,24.31,14.19,20.14,100.86
2014,5,26,0.88,31.06,23.97,4.11,20.02,100.81
2014,5,27,0.67,29.66,24.58,13.55,19.96,100.83
2014,5,28,0.73,30.36,24.01,0.48,19.59,100.8
2014,5,29,0.8,29.98,24.37,21.86,20.02,100.78
2014,5,30,0.71,30.58,24.26,10.45,20.08,100.69
2014,5,31,0.9,29.71,24.48,13.1,20.02,100.69
2014,6,1,0.86,29.92,23.95,4.65,19.84,100.67
2014,6,2,0.87,31.12,24.14,0.01,19.17,100.67
2014,6,3,0.84,30.63,23.7,0.41,19.53,100.55
2014,6,4,0.95,30.28,24.36,7.2,20.2,100.54
2014,6,5,0.7,28.6,24.52,4.32,19.78,100.63
2014,6,6,0.83,29.15,23.87,0.98,19.65,100.6
2014,6,7,0.95,30.22,24.51,0.1,19.71,100.54
2014,6,8,0.83,30.78,24.12,0.2,20.02,100.51
2014,6,9,0.83,31.66,24.37,0.03,20.32,100.45
2014,6,10,0.75,30.76,24.4,2.7,20.32,100.53
2014,6,11,0.73,29.65,24.72,1.48,20.14,100.56
2014,6,12,0.66,29.34,25.14,17.63,19.84,100.58
2014,6,13,0.68,27.9,24.4,10.62,19.41,100.68
2014,6,14,0.41,28.31,24.12,16.59,19.1,100.82
2014,6,15,0.71,27.69,23.05,0.93,18.25,100.9
2014,6,16,0.67,29.98,22.76,2.79,18.62,100.81
2014,6,17,0.81,31.06,23.82,0.39,19.53,100.81
2014,6,18,0.8,29.97,24.37,0.45,19.65,100.86
2014,6,19,0.88,27.3,23.97,30.33,19.04,100.95
2014,6,20,0.83,29.79,23.12,3.0,18.8,100.94
2014,6,21,0.78,30.28,23.73,0.45,19.65,101.02
2014,6,22,0.62,29.97,24.19,2.87,19.47,101.02
2014,6,23,0.59,29.82,24.19,1.5,19.59,100.9
2014,6,24,0.82,29.83,24.44,0.08,19.23,100.84
2014,6,25,0.71,28.76,24.15,1.57,19.53,100.92
2014,6,26,0.74,27.59,23.97,0.31,18.98,101.02
2014,6,27,0.81,28.48,23.14,47.92,18.31,101.07
2014,6,28,0.65,28.14,22.38,2.21,17.94,100.98
2014,6,29,0.69,28.98,24.05,10.92,18.86,100.9
2014,6,30,0.79,28.36,24.0,8.42,19.29,100.97
2014,7,1,0.87,29.69,23.82,0.4,19.04,101.05
2014,7,2,0.95,30.62,22.26,0.0,18.25,100.96
2014,7,3,0.71,30.74,22.06,0.03,18.25,100.74
2014,7,4,0.91,30.08,23.33,3.33,18.98,100.68
2014,7,5,0.66,29.87,23.71,2.65,19.59,100.73
2014,7,6,0.8,30.26,24.25,0.5,19.9,100.79
2014,7,7,0.69,29.25,23.96,7.41,19.53,100.74
2014,7,8,0.82,28.58,24.54,8.74,19.78,100.73
2014,7,9,0.59,30.13,24.17,0.65,19.59,100.74
2014,7,10,0.92,29.44,24.01,1.03,19.53,100.75
2014,7,11,0.7,28.8,24.13,1.02,19.84,100.79
2014,7,12,0.66,28.19,23.0,14.21,19.17,100.89
2014,7,13,1.02,29.17,22.27,0.17,17.09,100.96
2014,7,14,0.87,29.91,21.8,0.0,16.97,100.93
2014,7,15,0.8,29.69,23.39,0.84,18.74,100.93
2014,7,16,0.91,29.99,23.89,1.14,19.35,100.89
2014,7,17,1.02,30.01,24.2,1.61,19.41,100.87
2014,7,18,0.97,30.59,23.39,0.61,18.74,100.86
2014,7,19,0.79,30.03,23.54,0.26,18.49,100.89
2014,7,20,0.73,28.48,23.05,7.37,18.43,101.0
2014,7,21,0.81,30.04,22.69,1.92,18.37,100.97
2014,7,22,0.94,28.43,23.18,0.04,18.55,100.94
2014,7,23,0.86,28.5,22.99,0.0,18.37,100.97
2014,7,24,0.82,29.67,22.86,16.06,18.43,100.92
2014,7,25,0.91,29.65,22.91,3.86,18.62,101.0
2014,7,26,0.9,31.1,22.93,0.04,18.62,101.06
2014,7,27,0.95,30.31,23.54,0.05,18.8,101.01
2014,7,28,0.82,30.57,23.88,1.23,19.29,100.87
2014,7,29,0.91,29.92,24.33,1.18,19.17,100.87
2014,7,30,0.88,30.66,23.91,1.18,19.41,100.88
2014,7,31,0.84,30.04,24.51,0.94,19.23,100.92
2014,8,1,0.88,30.69,23.69,0.12,18.55,100.9
2014,8,2,0.92,30.03,23.18,0.01,18.01,100.92
2014,8,3,0.91,30.76,23.05,0.55,18.49,100.84
2014,8,4,0.93,31.02,23.12,0.28,18.43,100.82
2014,8,5,0.95,29.9,23.66,0.26,19.17,100.86
2014,8,6,0.91,28.55,23.77,0.69,19.17,100.92
2014,8,7,0.77,29.64,23.06,2.13,18.62,100.93
2014,8,8,0.82,29.87,23.0,3.02,18.19,100.99
2014,8,9,1.15,29.19,23.3,2.77,18.37,101.02
2014,8,10,1.04,30.01,23.35,19.18,18.86,101.03
2014,8,11,0.91,29.25,23.07,10.61,18.43,100.96
2014,8,12,0.77,29.45,23.1,9.5,18.37,100.86
2014,8,13,0.74,28.94,23.15,5.34,18.49,100.94
2014,8,14,0.96,30.48,22.96,8.46,18.07,101.08
2014,8,15,0.9,30.8,21.83,0.53,17.15,101.08
2014,8,16,0.9,30.72,21.9,7.27,18.07,100.96
2014,8,17,0.92,30.2,22.59,0.38,18.01,100.92
2014,8,18,1.05,30.88,22.93,0.01,18.19,100.99
2014,8,19,1.06,30.87,22.9,0.05,17.82,101.03
2014,8,20,1.05,30.22,22.69,0.02,17.76,100.98
2014,8,21,1.03,30.66,22.6,2.77,18.13,100.86
2014,8,22,1.02,29.48,23.34,2.46,18.8,100.82
2014,8,23,1.19,30.08,23.74,3.92,19.04,100.84
2014,8,24,1.2,31.43,23.12,0.57,18.49,100.83
2014,8,25,1.11,31.36,22.45,0.06,17.88,100.86
2014,8,26,1.0,31.05,22.62,0.83,17.94,100.82
2014,8,27,1.16,31.18,22.53,0.27,17.58,100.8
2014,8,28,0.94,30.23,22.65,0.14,17.52,100.87
2014,8,29,0.97,30.73,22.23,0.06,17.15,100.94
2014,8,30,0.84,30.52,21.67,0.01,17.4,100.91
2014,8,31,0.77,31.21,22.1,0.0,17.76,100.85
2014,9,1,0.91,31.8,22.26,0.0,17.94,100.8
2014,9,2,0.97,30.67,21.9,0.0,17.52,100.93
2014,9,3,0.94,31.48,21.28,0.0,17.15,100.99
2014,9,4,0.84,31.87,21.39,0.0,17.46,100.86
2014,9,5,0.88,30.97,22.14,0.02,17.64,100.84
2014,9,6,1.02,28.89,21.98,1.13,16.48,101.01
2014,9,7,0.77,29.4,21.38,0.0,17.15,101.03
2014,9,8,1.0,31.29,22.76,0.31,17.82,101.06
2014,9,9,1.16,30.63,22.15,0.0,17.88,101.01
2014,9,10,1.14,31.58,22.31,0.02,17.7,100.96
2014,9,11,1.14,31.38,22.27,0.0,17.76,100.99
2014,9,12,1.16,31.48,22.08,0.0,17.46,100.98
2014,9,13,1.39,31.33,21.91,0.0,17.15,100.89
2014,9,14,1.1,31.51,21.58,0.03,17.03,100.85
2014,9,15,1.16,31.32,21.6,0.0,16.54,100.83
2014,9,16,1.3,31.26,21.98,0.0,17.09,100.72
2014,9,17,1.25,31.36,21.87,0.0,17.4,100.81
2014,9,18,1.1,31.52,23.16,0.05,18.74,100.89
2014,9,19,0.95,29.3,23.96,1.42,19.53,100.91
2014,9,20,0.91,31.18,22.81,14.97,18.68,100.92
2014,9,21,0.95,31.34,21.48,0.32,17.94,101.01
2014,9,22,1.3,31.32,22.51,0.0,17.52,100.97
2014,9,23,1.22,31.43,21.93,0.11,17.52,100.9
2014,9,24,1.2,32.05,23.14,0.66,18.01,100.9
2014,9,25,1.07,31.55,22.79,0.11,17.52,100.99
2014,9,26,1.02,31.91,22.08,0.0,17.15,101.03
2014,9,27,0.98,31.25,21.15,0.01,16.6,101.08
2014,9,28,1.0,30.48,20.83,0.0,17.33,100.96
2014,9,29,1.09,31.95,22.12,0.0,17.7,100.89
2014,9,30,1.04,32.32,22.05,0.0,17.46,100.89
2014,10,1,1.09,31.79,21.63,0.0,17.33,100.88
2014,10,2,1.13,32.33,21.51,0.0,17.27,100.88
2014,10,3,1.03,32.35,21.26,0.0,17.58,100.79
2014,10,4,1.11,32.05,22.4,0.24,17.58,100.83
2014,10,5,0.86,31.47,21.81,0.1,17.4,100.9
2014,10,6,0.68,29.51,23.28,0.07,17.58,100.95
2014,10,7,1.02,31.69,22.34,0.0,17.58,100.87
2014,10,8,1.14,32.18,21.94,0.0,17.64,100.84
2014,10,9,1.18,32.24,22.61,0.0,17.21,100.87
2014,10,10,1.09,31.65,21.02,0.0,17.15,100.89
2014,10,11,1.03,32.69,23.15,0.0,17.64,100.82
2014,10,12,0.77,30.69,22.64,0.0,18.31,100.92
2014,10,13,0.95,31.01,23.87,0.04,18.49,100.94
2014,10,14,0.9,31.34,22.85,3.96,18.43,100.9
2014,10,15,0.71,32.26,23.03,1.73,18.37,100.89
2014,10,16,0.97,32.23,23.12,2.02,18.43,100.84
2014,10,17,0.98,31.19,23.38,0.79,18.31,100.83
2014,10,18,1.05,31.62,22.58,0.52,18.01,100.82
2014,10,19,0.97,31.64,22.94,1.17,18.31,100.84
2014,10,20,0.95,31.59,23.51,2.2,18.74,100.9
2014,10,21,0.97,30.94,23.73,1.5,18.55,101.01
2014,10,22,0.73,32.14,24.25,1.8,18.43,101.01
2014,10,23,0.86,32.04,23.16,0.02,17.7,100.92
2014,10,24,1.0,32.83,22.23,0.0,17.4,100.87
2014,10,25,1.12,31.96,23.15,0.02,18.13,100.96
2014,10,26,0.99,32.7,23.15,2.52,18.19,100.96
2014,10,27,0.8,32.1,23.55,0.34,17.94,100.88
2014,10,28,0.57,33.4,23.06,0.04,17.33,100.83
2014,10,29,0.69,32.26,23.26,0.03,17.94,100.8
2014,10,30,0.89,32.74,24.25,0.56,18.55,100.74
2014,10,31,0.98,33.53,23.57,2.55,17.94,100.69
2014,11,1,0.93,33.45,21.83,0.05,17.15,100.7
2014,11,2,0.88,33.45,21.48,0.0,17.46,100.83
2014,11,3,0.97,33.39,22.65,0.0,17.88,100.92
2014,11,4,1.03,33.4,23.02,0.02,17.76,100.92
2014,11,5,0.86,33.37,23.6,0.0,17.88,100.96
2014,11,6,0.67,31.62,23.87,2.61,18.25,100.94
2014,11,7,0.88,30.13,23.44,58.69,18.86,100.95
2014,11,8,0.65,30.62,23.02,24.38,18.01,100.97
2014,11,9,0.61,29.74,23.86,4.75,18.8,100.98
2014,11,10,0.86,30.29,23.13,4.11,18.62,100.93
2014,11,11,0.79,29.59,23.47,6.16,18.25,100.93
2014,11,12,0.81,31.41,22.69,0.6,18.19,100.84
2014,11,13,0.59,31.55,23.09,0.19,17.94,100.87
2014,11,14,0.43,32.26,22.76,2.36,17.64,100.87
2014,11,15,0.68,30.61,23.34,7.08,18.25,100.83
2014,11,16,0.48,30.51,23.49,18.39,18.74,100.71
2014,11,17,0.69,26.87,23.9,25.98,19.04,100.77
2014,11,18,0.76,30.05,22.86,19.82,18.74,100.86
2014,11,19,0.55,31.15,23.17,5.0,18.86,100.8
2014,11,20,0.55,31.15,24.86,7.4,19.29,100.74
2014,11,21,0.7,32.04,24.15,8.78,19.04,100.77
2014,11,22,0.88,31.46,23.85,5.56,19.29,100.76
2014,11,23,0.7,31.68,24.1,2.26,19.17,100.75
2014,11,24,0.62,30.34,24.39,18.59,19.23,100.84
2014,11,25,0.41,32.51,23.36,1.13,18.25,100.7
2014,11,26,0.5,31.15,23.82,78.11,19.35,100.6
2014,11,27,0.73,26.94,24.79,15.32,19.1,100.75
2014,11,28,0.61,31.62,23.04,3.59,18.55,100.76
2014,11,29,0.66,28.75,24.3,5.74,19.04,100.83
2014,11,30,0.98,29.44,23.42,1.16,18.07,100.82
2014,12,1,0.97,30.22,22.51,0.23,17.4,100.82
2014,12,2,0.92,28.83,22.96,0.31,17.7,100.84
2014,12,3,0.55,29.1,23.5,1.26,18.25,100.88
2014,12,4,0.79,29.43,23.05,4.01,17.52,100.99
2014,12,5,0.63,31.12,22.74,3.93,17.88,101.0
2014,12,6,0.72,29.28,23.98,10.92,18.8,100.88
2014,12,7,0.77,28.62,23.86,12.32,18.68,100.87
2014,12,8,1.11,30.19,23.51,7.18,18.62,100.9
2014,12,9,1.14,29.39,23.61,17.44,18.55,100.98
2014,12,10,0.9,28.14,23.55,10.08,18.31,100.96
2014,12,11,1.11,30.07,22.9,1.25,17.88,100.89
2014,12,12,0.94,30.03,23.58,2.3,18.62,100.89
2014,12,13,0.87,28.52,24.25,16.97,19.1,100.91
2014,12,14,0.85,28.02,24.26,13.41,19.04,100.91
2014,12,15,1.03,30.19,23.53,53.41,19.23,100.83
2014,12,16,1.01,28.17,24.25,13.6,18.92,100.84
2014,12,17,0.77,29.39,23.53,10.11,18.68,100.84
2014,12,18,0.57,29.8,23.81,17.66,19.23,100.84
2014,12,19,0.92,28.23,24.33,7.53,19.35,100.94
2014,12,20,1.03,30.68,23.45,0.13,18.8,100.78
2014,12,21,0.89,28.84,23.83,19.11,19.1,100.69
